14/12/2022 23:01;499.846
14/12/2022 23:01;499.838
14/12/2022 23:01;499.831
14/12/2022 23:01;499.804
14/12/2022 23:01;49.979
14/12/2022 23:01;499.762
14/12/2022 23:01;499.751
14/12/2022 23:01;499.694
14/12/2022 23:01;499.673
14/12/2022 23:01;499.659
14/12/2022 23:01;499.646
14/12/2022 23:01;499.633
14/12/2022 23:01;499.632
14/12/2022 23:01;499.646
14/12/2022 23:02;499.651
14/12/2022 23:02;499.642
14/12/2022 23:02;499.621
14/12/2022 23:02;499.598
14/12/2022 23:02;499.532
14/12/2022 23:02;499.513
14/12/2022 23:02;49.95
14/12/2022 23:02;499.508
14/12/2022 23:02;499.528
14/12/2022 23:02;499.547
14/12/2022 23:02;499.556
14/12/2022 23:02;499.542
14/12/2022 23:02;499.538
14/12/2022 23:02;499.478
14/12/2022 23:02;499.437
14/12/2022 23:02;499.426
14/12/2022 23:02;499.446
14/12/2022 23:02;499.478
14/12/2022 23:02;499.513
14/12/2022 23:02;499.531
14/12/2022 23:02;499.544
14/12/2022 23:02;499.541
14/12/2022 23:02;499.553
14/12/2022 23:02;499.521
14/12/2022 23:02;499.487
14/12/2022 23:02;499.459
14/12/2022 23:02;499.477
14/12/2022 23:02;499.497
14/12/2022 23:02;499.523
14/12/2022 23:02;499.555
14/12/2022 23:02;499.555
14/12/2022 23:02;499.571
14/12/2022 23:02;499.569
14/12/2022 23:02;499.583
14/12/2022 23:02;499.559
14/12/2022 23:02;499.558
14/12/2022 23:02;499.558
14/12/2022 23:02;499.566
14/12/2022 23:02;499.578
14/12/2022 23:02;499.591
14/12/2022 23:02;499.594
14/12/2022 23:02;499.587
14/12/2022 23:02;499.593
14/12/2022 23:02;499.593
14/12/2022 23:02;499.593
14/12/2022 23:02;499.614
14/12/2022 23:02;499.643
14/12/2022 23:02;499.661
14/12/2022 23:02;499.662
14/12/2022 23:02;499.643
14/12/2022 23:02;499.632
14/12/2022 23:02;499.606
14/12/2022 23:02;499.549
14/12/2022 23:02;499.544
14/12/2022 23:02;499.549
14/12/2022 23:02;499.557
14/12/2022 23:02;499.573
14/12/2022 23:02;49.959
14/12/2022 23:02;499.616
14/12/2022 23:02;499.633
14/12/2022 23:03;499.631
14/12/2022 23:03;499.588
14/12/2022 23:03;499.548
14/12/2022 23:03;499.513
14/12/2022 23:03;499.514
14/12/2022 23:03;499.526
14/12/2022 23:03;499.546
14/12/2022 23:03;499.581
14/12/2022 23:03;499.613
14/12/2022 23:03;499.633
14/12/2022 23:03;49.965
14/12/2022 23:03;499.658
14/12/2022 23:03;49.964
14/12/2022 23:03;499.582
14/12/2022 23:03;49.954
14/12/2022 23:03;499.541
14/12/2022 23:03;499.549
14/12/2022 23:03;49.957
14/12/2022 23:03;499.597
14/12/2022 23:03;49.962
14/12/2022 23:03;499.632
14/12/2022 23:03;499.648
14/12/2022 23:03;499.643
14/12/2022 23:03;499.644
14/12/2022 23:03;499.643
14/12/2022 23:03;499.589
14/12/2022 23:03;499.542
14/12/2022 23:03;499.525
14/12/2022 23:03;499.531
14/12/2022 23:03;49.955
14/12/2022 23:03;499.577
14/12/2022 23:03;499.598
14/12/2022 23:03;499.605
14/12/2022 23:03;49.961
14/12/2022 23:03;49.96
14/12/2022 23:03;499.583
14/12/2022 23:03;499.527
14/12/2022 23:03;499.514
14/12/2022 23:03;499.506
14/12/2022 23:03;499.501
14/12/2022 23:03;499.522
14/12/2022 23:03;499.551
14/12/2022 23:03;499.568
14/12/2022 23:03;499.577
14/12/2022 23:03;499.563
14/12/2022 23:03;499.554
14/12/2022 23:03;499.508
14/12/2022 23:03;499.476
14/12/2022 23:03;499.486
14/12/2022 23:03;499.498
14/12/2022 23:03;499.518
14/12/2022 23:03;499.544
14/12/2022 23:03;499.563
14/12/2022 23:03;499.562
14/12/2022 23:03;499.567
14/12/2022 23:03;499.569
14/12/2022 23:03;499.561
14/12/2022 23:03;499.521
14/12/2022 23:03;499.526
14/12/2022 23:03;49.953
14/12/2022 23:04;499.528
14/12/2022 23:04;499.524
14/12/2022 23:04;499.543
14/12/2022 23:04;499.553
14/12/2022 23:04;499.558
14/12/2022 23:04;499.551
14/12/2022 23:04;499.553
14/12/2022 23:04;499.518
14/12/2022 23:04;499.497
14/12/2022 23:04;499.491
14/12/2022 23:04;49.948
14/12/2022 23:04;499.484
14/12/2022 23:04;499.511
14/12/2022 23:04;499.528
14/12/2022 23:04;499.542
14/12/2022 23:04;499.558
14/12/2022 23:04;499.567
14/12/2022 23:04;499.586
14/12/2022 23:04;499.548
14/12/2022 23:04;499.506
14/12/2022 23:04;49.946
14/12/2022 23:04;499.442
14/12/2022 23:04;499.458
14/12/2022 23:04;49.947
14/12/2022 23:04;499.489
14/12/2022 23:04;499.516
14/12/2022 23:04;499.547
14/12/2022 23:04;499.562
14/12/2022 23:04;499.555
14/12/2022 23:04;499.518
14/12/2022 23:04;499.479
14/12/2022 23:04;499.452
14/12/2022 23:04;499.475
14/12/2022 23:04;499.485
14/12/2022 23:04;499.507
14/12/2022 23:04;499.512
14/12/2022 23:04;499.543
